                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.6131,                0.71157,                0.90252,                0.87475,                 0.8235,                0.90105,                0.44617,                 1.5753,                0.67569,                0.89927,              0.0098713,              0.0098713,              0.0098713
                     28,                 1.6064,                0.71221,                0.90404,                0.87813,                0.82321,                0.90223,                0.44889,                 1.5695,                0.67297,                 0.8986,              0.0098664,              0.0098664,              0.0098664
                     29,                 1.6035,                0.70864,                0.90379,                0.87788,                0.82475,                 0.9031,                0.44969,                 1.5669,                 0.6706,                0.89812,              0.0098614,              0.0098614,              0.0098614
                     30,                 1.6041,                0.70713,                0.90186,                0.87694,                0.82447,                0.90267,                0.45021,                 1.5656,                 0.6697,                0.89718,              0.0098565,              0.0098565,              0.0098565
                     31,                 1.5961,                 0.7036,                0.90244,                0.87757,                0.82679,                0.90382,                0.45124,                 1.5618,                0.66907,                0.89668,              0.0098515,              0.0098515,              0.0098515
                     32,                 1.5956,                0.70258,                0.90186,                0.87862,                 0.8284,                0.90478,                0.45183,                 1.5602,                0.66757,                0.89631,              0.0098466,              0.0098466,              0.0098466
                     33,                 1.5919,                0.70054,                0.90044,                0.87897,                 0.8283,                0.90505,                0.45354,                 1.5569,                0.66585,                0.89591,              0.0098416,              0.0098416,              0.0098416
                     34,                 1.5854,                0.69707,                0.89943,                0.87873,                 0.8295,                0.90584,                0.45364,                 1.5563,                0.66493,                0.89554,              0.0098367,              0.0098367,              0.0098367
                     35,                 1.5866,                0.69714,                0.90153,                0.87904,                0.82976,                0.90617,                0.45435,                 1.5559,                0.66391,                0.89557,              0.0098317,              0.0098317,              0.0098317
                     36,                 1.5848,                 0.6974,                0.90083,                0.88028,                0.82889,                0.90593,                0.45442,                 1.5552,                 0.6634,                0.89543,              0.0098268,              0.0098268,              0.0098268
                     37,                 1.5809,                0.69472,                0.89975,                 0.8803,                0.82924,                0.90665,                 0.4551,                 1.5525,                0.66209,                0.89509,              0.0098218,              0.0098218,              0.0098218
                     38,                 1.5773,                0.69257,                0.89866,                0.88051,                0.82989,                0.90719,                0.45575,                   1.55,                0.66132,                0.89455,              0.0098169,              0.0098169,              0.0098169
                     39,                  1.575,                0.69138,                0.89962,                0.88172,                0.82944,                0.90791,                0.45655,                 1.5477,                0.66017,                0.89418,              0.0098119,              0.0098119,              0.0098119
                     40,                 1.5714,                 0.6888,                 0.8981,                0.87925,                0.83187,                0.90832,                0.45798,                 1.5446,                0.65865,                0.89382,               0.009807,               0.009807,               0.009807
                     41,                 1.5738,                0.68956,                0.89726,                 0.8804,                0.83104,                0.90851,                0.45863,                  1.543,                0.65804,                 0.8935,               0.009802,               0.009802,               0.009802
                     42,                 1.5685,                0.68801,                0.89751,                0.88116,                0.83157,                 0.9089,                0.45971,                 1.5409,                0.65746,                0.89323,               0.009797,               0.009797,               0.009797
                     43,                  1.569,                  0.687,                0.89806,                0.88116,                0.83206,                 0.9094,                0.46042,                 1.5386,                0.65668,                0.89306,              0.0097921,              0.0097921,              0.0097921
                     44,                 1.5665,                0.68426,                0.89873,                0.88153,                0.83182,                0.90942,                0.46088,                 1.5371,                0.65637,                0.89278,              0.0097871,              0.0097871,              0.0097871
                     45,                 1.5643,                0.68247,                0.89643,                0.88039,                 0.8331,                0.90951,                0.46114,                 1.5363,                0.65606,                0.89263,              0.0097822,              0.0097822,              0.0097822
                     46,                 1.5591,                0.68176,                 0.8954,                0.88063,                0.83367,                0.90971,                0.46151,                 1.5358,                0.65564,                 0.8924,              0.0097773,              0.0097773,              0.0097773
                     47,                 1.5576,                0.68156,                0.89468,                0.88134,                0.83373,                   0.91,                0.46183,                 1.5344,                0.65541,                0.89206,              0.0097723,              0.0097723,              0.0097723
                     48,                 1.5554,                0.67754,                0.89469,                0.87973,                0.83548,                0.91009,                0.46197,                 1.5338,                0.65498,                0.89189,              0.0097674,              0.0097674,              0.0097674
                     49,                 1.5557,                0.68054,                0.89585,                0.87998,                0.83606,                 0.9106,                0.46264,                 1.5327,                0.65473,                0.89173,              0.0097624,              0.0097624,              0.0097624
                     50,                 1.5496,                0.67628,                0.89462,                0.88074,                0.83638,                0.91076,                0.46331,                 1.5313,                0.65426,                0.89162,              0.0097575,              0.0097575,              0.0097575
                     51,                 1.5518,                0.67749,                0.89503,                0.88098,                0.83722,                0.91148,                0.46401,                 1.5295,                0.65373,                0.89133,              0.0097525,              0.0097525,              0.0097525
                     52,                  1.548,                0.67473,                0.89259,                0.88076,                0.83774,                0.91187,                 0.4642,                 1.5282,                0.65282,                0.89118,              0.0097476,              0.0097476,              0.0097476
                     53,                 1.5509,                 0.6773,                0.89315,                0.88152,                0.83728,                  0.912,                  0.465,                  1.527,                0.65238,                0.89094,              0.0097426,              0.0097426,              0.0097426
                     54,                 1.5465,                0.67493,                0.89382,                0.88126,                0.83734,                0.91209,                0.46555,                 1.5252,                0.65208,                0.89074,              0.0097377,              0.0097377,              0.0097377
