                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                 1.8493,                 1.8618,                 1.7115,                0.83929,                0.52631,                0.61746,                0.33571,                 1.8409,                 1.1477,                 1.4077,               0.009538,               0.009538,               0.009538
                    142,                 1.8194,                 1.8188,                 1.6959,                0.70368,                0.66587,                0.63443,                0.34029,                 1.8543,                 1.0993,                 1.4276,              0.0095347,              0.0095347,              0.0095347
                    143,                 1.8701,                 1.8817,                 1.7267,                0.82897,                0.55526,                0.62552,                0.31662,                 1.8605,                 1.1229,                 1.4353,              0.0095314,              0.0095314,              0.0095314
                    144,                 1.8381,                 1.8479,                  1.692,                0.84723,                0.54014,                0.57719,                0.28698,                 1.8488,                  1.128,                 1.4383,              0.0095281,              0.0095281,              0.0095281
                    145,                 1.8543,                 1.8722,                 1.7027,                0.63734,                0.56701,                0.57048,                0.28631,                 1.9446,                 1.1714,                 1.4758,              0.0095248,              0.0095248,              0.0095248
                    146,                 1.8301,                 1.8307,                 1.6928,                0.71671,                0.59258,                0.63397,                0.33528,                 1.9093,                 1.0946,                 1.4676,              0.0095215,              0.0095215,              0.0095215
                    147,                 1.8189,                 1.8316,                 1.6842,                0.82702,                0.52038,                 0.6212,                0.34258,                 1.8696,                 1.1757,                 1.4263,              0.0095182,              0.0095182,              0.0095182
                    148,                 1.8183,                 1.8385,                 1.6739,                0.68216,                0.58652,                0.62023,                 0.3433,                 1.7874,                 1.1368,                 1.3604,              0.0095149,              0.0095149,              0.0095149
                    149,                  1.816,                 1.8132,                 1.6666,                 0.8424,                0.55548,                0.65426,                0.35062,                 1.8229,                 1.1195,                 1.4069,              0.0095116,              0.0095116,              0.0095116
                    150,                 1.8389,                 1.8491,                 1.7036,                0.85529,                0.54725,                0.63031,                0.32009,                 1.9151,                 1.0667,                 1.4776,              0.0095083,              0.0095083,              0.0095083
                    151,                 1.8207,                 1.8017,                 1.6918,                0.83461,                0.54772,                 0.5782,                0.28432,                 1.8533,                 1.0951,                 1.4252,               0.009505,               0.009505,               0.009505
                    152,                 1.8345,                 1.8408,                 1.6885,                0.83712,                0.53236,                0.62186,                0.33098,                 1.8239,                 1.0931,                 1.4119,              0.0095017,              0.0095017,              0.0095017
                    153,                 1.8249,                 1.8336,                 1.6869,                0.82663,                 0.5511,                0.65596,                0.36273,                 1.8135,                 1.0999,                 1.4032,              0.0094984,              0.0094984,              0.0094984
                    154,                 1.8333,                 1.8487,                   1.69,                0.74773,                0.64526,                 0.6352,                0.33933,                 1.7759,                 1.1019,                 1.3781,              0.0094951,              0.0094951,              0.0094951
                    155,                 1.8329,                 1.8298,                 1.6981,                0.85433,                 0.5447,                0.63675,                0.31806,                 1.8882,                  1.096,                 1.4453,              0.0094918,              0.0094918,              0.0094918
                    156,                 1.7909,                 1.7807,                  1.664,                0.80508,                0.60723,                0.63023,                0.34252,                 1.7608,                 1.1048,                 1.3749,              0.0094885,              0.0094885,              0.0094885
                    157,                 1.8362,                 1.8308,                 1.7024,                0.73934,                0.64718,                0.62881,                0.32397,                  1.923,                 1.1352,                 1.4785,              0.0094852,              0.0094852,              0.0094852
                    158,                  1.814,                 1.8105,                 1.6953,                0.86982,                0.54864,                0.61127,                0.30231,                 1.8002,                 1.0608,                  1.408,              0.0094819,              0.0094819,              0.0094819
                    159,                 1.8106,                 1.7832,                 1.6997,                0.84006,                0.54231,                0.57812,                0.26219,                 1.9279,                 1.1695,                 1.4925,              0.0094786,              0.0094786,              0.0094786
                    160,                 1.8222,                 1.7977,                 1.6712,                0.86513,                0.55332,                0.62933,                0.30429,                 1.8354,                 1.0811,                 1.4023,              0.0094753,              0.0094753,              0.0094753
                    161,                 1.8185,                 1.7482,                  1.658,                0.84671,                 0.5589,                0.62954,                0.31534,                 1.8592,                 1.0902,                 1.4329,               0.009472,               0.009472,               0.009472
                    162,                 1.8249,                 1.8094,                 1.6747,                0.84404,                0.55094,                0.64283,                0.29747,                 1.8631,                 1.0737,                 1.4401,              0.0094687,              0.0094687,              0.0094687
                    163,                 1.8006,                 1.7811,                 1.6757,                0.85572,                 0.5596,                0.61952,                0.28799,                 1.9407,                 1.0712,                 1.4922,              0.0094654,              0.0094654,              0.0094654
                    164,                 1.8201,                 1.8329,                 1.6756,                0.69494,                0.67463,                0.63969,                0.34947,                 1.8502,                 1.0506,                 1.4306,              0.0094621,              0.0094621,              0.0094621
                    165,                 1.8206,                 1.8106,                 1.6925,                0.83743,                0.53769,                0.57275,                0.31014,                 1.7391,                 1.0934,                 1.3429,              0.0094588,              0.0094588,              0.0094588
                    166,                 1.8005,                 1.7686,                  1.653,                0.64996,                0.63516,                0.63285,                0.29069,                 1.9882,                  1.112,                 1.5145,              0.0094555,              0.0094555,              0.0094555
                    167,                  1.824,                  1.801,                  1.678,                 0.7273,                0.58519,                  0.631,                0.32261,                 1.8799,                 1.0706,                 1.4483,              0.0094522,              0.0094522,              0.0094522
                    168,                 1.7988,                 1.7599,                 1.6616,                0.72732,                0.65242,                0.63438,                0.34824,                 1.7393,                 1.0728,                 1.3616,              0.0094489,              0.0094489,              0.0094489
                    169,                 1.7897,                 1.7807,                 1.6371,                0.84394,                0.59461,                0.64083,                0.35298,                 1.7632,                 1.0452,                 1.3699,              0.0094456,              0.0094456,              0.0094456
                    170,                 1.7787,                 1.7552,                 1.6584,                   0.78,                0.63091,                0.64928,                0.34519,                 1.7387,                 1.0304,                 1.3644,              0.0094423,              0.0094423,              0.0094423
                    171,                 1.7891,                 1.7712,                 1.6572,                0.71325,                0.66578,                0.63692,                0.34019,                 1.8357,                 1.0789,                 1.4088,               0.009439,               0.009439,               0.009439
                    172,                 1.7977,                 1.7914,                 1.6582,                0.84887,                 0.5467,                0.60235,                0.33074,                 1.7537,                 1.0629,                 1.3746,              0.0094357,              0.0094357,              0.0094357
                    173,                 1.7801,                 1.7308,                 1.6581,                0.85084,                0.55665,                0.61101,                0.32649,                 1.7932,                 1.0243,                 1.3986,              0.0094324,              0.0094324,              0.0094324
                    174,                 1.8128,                 1.7575,                 1.6732,                0.67733,                0.64562,                0.62586,                0.35014,                 1.8192,                 1.0644,                 1.4083,              0.0094291,              0.0094291,              0.0094291
                    175,                 1.7872,                 1.7421,                 1.6371,                0.79508,                0.63089,                0.63725,                0.34101,                  1.807,                 1.0443,                 1.3864,              0.0094258,              0.0094258,              0.0094258
                    176,                 1.7964,                 1.7799,                 1.6572,                 0.7107,                0.60898,                 0.6498,                 0.3441,                   1.78,                 1.0356,                 1.3572,              0.0094225,              0.0094225,              0.0094225
                    177,                 1.7915,                 1.7464,                 1.6409,                0.84751,                0.55517,                0.59551,                 0.3155,                 1.7398,                 1.0371,                 1.3565,              0.0094192,              0.0094192,              0.0094192
                    178,                 1.7951,                  1.757,                 1.6422,                 0.8417,                0.55233,                0.63484,                0.35253,                 1.7542,                 1.0295,                 1.3778,              0.0094159,              0.0094159,              0.0094159
                    179,                 1.8036,                 1.7566,                 1.6562,                0.69038,                0.63325,                 0.6475,                0.34151,                 1.8146,                 1.0449,                 1.3926,              0.0094126,              0.0094126,              0.0094126
                    180,                 1.7804,                 1.7254,                 1.6164,                0.84783,                 0.5716,                0.64522,                0.32026,                 1.9852,                 1.0851,                 1.4937,              0.0094093,              0.0094093,              0.0094093
                    181,                 1.8054,                 1.7557,                 1.6428,                0.85244,                0.57249,                 0.6515,                0.35324,                  1.798,                 1.0532,                 1.3886,               0.009406,               0.009406,               0.009406
                    182,                 1.7752,                  1.758,                 1.6449,                0.85301,                0.55136,                0.65355,                0.32593,                 1.8546,                 1.0657,                 1.4281,              0.0094027,              0.0094027,              0.0094027
                    183,                 1.7927,                 1.7621,                 1.6414,                0.86248,                0.55854,                0.66811,                0.36244,                 1.7507,                 1.0234,                 1.3494,              0.0093994,              0.0093994,              0.0093994
                    184,                  1.804,                 1.7837,                 1.6463,                0.87796,                0.55064,                0.65563,                0.36607,                 1.7385,                 1.0218,                 1.3579,              0.0093961,              0.0093961,              0.0093961
                    185,                 1.7846,                 1.7307,                 1.6365,                0.86401,                0.56678,                0.62664,                0.33793,                 1.7396,                 1.0013,                 1.3632,              0.0093928,              0.0093928,              0.0093928
                    186,                 1.7828,                 1.7443,                 1.6282,                0.73949,                0.56672,                0.60407,                0.32062,                 1.7598,                 1.0286,                 1.3684,              0.0093895,              0.0093895,              0.0093895
                    187,                 1.7911,                 1.7503,                  1.647,                0.86676,                0.56872,                0.60484,                0.27342,                 1.9065,                 1.0513,                 1.4509,              0.0093862,              0.0093862,              0.0093862
                    188,                 1.7901,                 1.7479,                 1.6422,                0.84858,                0.56013,                  0.628,                0.32749,                 1.7815,                 1.0716,                 1.3517,              0.0093829,              0.0093829,              0.0093829
                    189,                 1.7674,                 1.7024,                 1.6253,                0.53014,                0.64908,                0.60893,                0.32877,                 1.7145,                 1.0297,                  1.341,              0.0093796,              0.0093796,              0.0093796
                    190,                 1.7917,                 1.7444,                 1.6377,                0.85577,                0.54273,                0.65729,                0.37345,                 1.7673,                 1.0502,                 1.3609,              0.0093763,              0.0093763,              0.0093763
                    191,                 1.7438,                 1.7096,                 1.6181,                0.86715,                0.56385,                0.62515,                0.33462,                 1.7163,                0.98787,                 1.3392,               0.009373,               0.009373,               0.009373
                    192,                 1.7591,                 1.7264,                 1.6229,                0.87423,                0.56562,                0.66046,                 0.3257,                 1.8416,                 1.0234,                 1.4025,              0.0093697,              0.0093697,              0.0093697
                    193,                 1.7918,                 1.7333,                 1.6255,                0.86595,                0.56145,                 0.6532,                0.29314,                 2.0197,                  1.085,                 1.5181,              0.0093664,              0.0093664,              0.0093664
                    194,                 1.7893,                 1.7226,                 1.6289,                0.85464,                0.56434,                 0.6548,                0.34314,                 1.7926,                  1.041,                 1.3705,              0.0093631,              0.0093631,              0.0093631
                    195,                 1.7715,                 1.6983,                 1.6226,                0.86724,                0.54391,                0.64681,                0.37085,                 1.6981,                 1.0177,                 1.3183,              0.0093598,              0.0093598,              0.0093598
                    196,                  1.793,                 1.7298,                 1.6196,                 0.8882,                0.54735,                0.62994,                0.32444,                  1.792,                 1.0299,                 1.3742,              0.0093565,              0.0093565,              0.0093565
                    197,                 1.7816,                 1.7358,                 1.6278,                0.86941,                0.55922,                0.63924,                0.34651,                 1.7209,                0.99513,                 1.3414,              0.0093532,              0.0093532,              0.0093532
                    198,                 1.7664,                  1.717,                 1.6394,                 0.8647,                0.56624,                0.63177,                0.32404,                 1.7447,                 1.0077,                 1.3522,              0.0093499,              0.0093499,              0.0093499
                    199,                 1.7522,                 1.6668,                  1.599,                0.86919,                  0.557,                0.61144,                0.31395,                 1.7767,                 1.0131,                 1.3597,              0.0093466,              0.0093466,              0.0093466
                    200,                  1.776,                 1.7212,                 1.6249,                0.85065,                0.56708,                 0.6602,                0.33512,                 1.9096,                 1.0748,                 1.4693,              0.0093433,              0.0093433,              0.0093433
                    201,                 1.7791,                 1.7529,                 1.6372,                0.86432,                0.57149,                0.60733,                0.30481,                  1.771,                0.99737,                 1.3583,                0.00934,                0.00934,                0.00934
                    202,                 1.7661,                 1.7096,                 1.6116,                0.87858,                0.56367,                0.68847,                0.37457,                 1.7736,                 1.0007,                 1.3678,              0.0093367,              0.0093367,              0.0093367
                    203,                 1.7654,                  1.696,                 1.6183,                0.86731,                0.56507,                0.63131,                0.33869,                 1.7203,                0.99862,                 1.3372,              0.0093334,              0.0093334,              0.0093334
                    204,                 1.7824,                  1.751,                 1.6323,                0.87063,                0.55834,                0.64056,                0.36038,                 1.6439,                 1.0098,                 1.2844,              0.0093301,              0.0093301,              0.0093301
                    205,                 1.7465,                   1.69,                 1.6013,                0.78235,                0.66589,                0.66903,                0.35834,                 1.8027,                 1.0382,                 1.3777,              0.0093268,              0.0093268,              0.0093268
                    206,                 1.7538,                 1.6683,                 1.5991,                0.86888,                0.57068,                0.62777,                0.32528,                  1.768,                  1.008,                 1.3614,              0.0093235,              0.0093235,              0.0093235
                    207,                 1.7462,                 1.6374,                 1.5942,                 0.7246,                0.67819,                0.66736,                0.35975,                 1.7949,                0.99436,                 1.3748,              0.0093202,              0.0093202,              0.0093202
                    208,                 1.7668,                  1.702,                 1.6019,                0.85827,                 0.5751,                0.62568,                0.31285,                 1.7629,                0.99814,                 1.3621,              0.0093169,              0.0093169,              0.0093169
                    209,                 1.7663,                 1.6886,                  1.614,                0.85145,                0.57448,                0.65582,                0.31939,                 1.8828,                 1.0309,                 1.4425,              0.0093136,              0.0093136,              0.0093136
                    210,                 1.7591,                  1.691,                  1.613,                0.86326,                0.57316,                0.66848,                0.34415,                 1.8173,                 1.0391,                  1.386,              0.0093103,              0.0093103,              0.0093103
                    211,                 1.7872,                 1.7014,                 1.6103,                0.58054,                0.71558,                0.65587,                0.33987,                 1.8272,                 1.0046,                 1.3692,               0.009307,               0.009307,               0.009307
                    212,                 1.7416,                 1.6689,                  1.587,                0.87328,                0.57161,                0.63012,                0.30535,                 1.8874,                 1.0468,                 1.4052,              0.0093037,              0.0093037,              0.0093037
                    213,                 1.7563,                 1.6668,                 1.5831,                0.88087,                0.57653,                0.67517,                0.34008,                 1.8087,                 1.0173,                 1.3621,              0.0093004,              0.0093004,              0.0093004
                    214,                 1.7489,                 1.7098,                 1.6013,                0.85962,                0.57793,                0.61846,                0.30585,                 1.8029,                 1.0211,                 1.3674,              0.0092971,              0.0092971,              0.0092971
                    215,                 1.7748,                 1.6995,                 1.6251,                0.72537,                0.58225,                0.62053,                0.33942,                  1.697,                0.97423,                 1.3155,              0.0092938,              0.0092938,              0.0092938
                    216,                 1.7338,                 1.6678,                 1.5844,                0.86942,                 0.5783,                0.68931,                0.36396,                 1.7514,                 0.9803,                 1.3283,              0.0092905,              0.0092905,              0.0092905
                    217,                 1.7545,                 1.6669,                 1.5916,                0.76161,                0.65762,                0.65965,                0.36964,                 1.6655,                 1.0048,                 1.2938,              0.0092872,              0.0092872,              0.0092872
                    218,                 1.7632,                 1.6846,                 1.6044,                0.64775,                0.67261,                0.67251,                 0.3357,                 1.8488,                0.99598,                 1.3954,              0.0092839,              0.0092839,              0.0092839
                    219,                 1.7526,                 1.6789,                 1.5953,                0.87397,                0.58807,                0.62933,                0.30513,                 1.7916,                 1.0189,                 1.3619,              0.0092806,              0.0092806,              0.0092806
                    220,                 1.7595,                 1.6672,                 1.5991,                0.87741,                0.56776,                0.62764,                0.31563,                 1.7902,                  0.988,                 1.3724,              0.0092773,              0.0092773,              0.0092773
                    221,                 1.7494,                 1.6659,                 1.5973,                0.83223,                0.57146,                0.59685,                0.30946,                 1.8059,                 1.0008,                  1.367,               0.009274,               0.009274,               0.009274
                    222,                 1.7644,                 1.6766,                 1.6214,                0.87705,                 0.5759,                0.61405,                0.31656,                 1.7418,                0.99011,                 1.3308,              0.0092707,              0.0092707,              0.0092707
                    223,                 1.7215,                 1.6489,                 1.5772,                0.88512,                0.58099,                0.63482,                0.32391,                 1.7511,                0.96247,                 1.3304,              0.0092674,              0.0092674,              0.0092674
                    224,                 1.7478,                 1.6502,                 1.5944,                0.59071,                0.69352,                0.68215,                0.37257,                 1.6681,                0.95062,                 1.2917,              0.0092641,              0.0092641,              0.0092641
                    225,                 1.7406,                 1.6669,                 1.5938,                0.87318,                0.58611,                0.63137,                0.31683,                 1.8142,                 1.0307,                 1.3759,              0.0092608,              0.0092608,              0.0092608
                    226,                 1.7531,                 1.6642,                 1.6027,                0.87496,                0.57817,                0.63614,                0.33678,                 1.7477,                0.99105,                 1.3303,              0.0092575,              0.0092575,              0.0092575
                    227,                 1.7664,                  1.672,                 1.6007,                0.86381,                0.58114,                0.62475,                0.34613,                 1.6706,                  1.006,                 1.2939,              0.0092542,              0.0092542,              0.0092542
                    228,                 1.7447,                 1.6889,                  1.585,                 0.7336,                0.58415,                0.63468,                0.34612,                 1.6912,                 0.9668,                 1.3155,              0.0092509,              0.0092509,              0.0092509
                    229,                 1.7472,                 1.7018,                 1.6086,                0.84752,                 0.5631,                0.61726,                0.34566,                 1.6635,                0.96754,                 1.2931,              0.0092476,              0.0092476,              0.0092476
                    230,                 1.7575,                 1.6667,                  1.587,                0.58004,                0.65742,                0.65317,                0.37744,                 1.6893,                0.98081,                 1.2996,              0.0092443,              0.0092443,              0.0092443
                    231,                 1.7359,                  1.648,                 1.5707,                0.72113,                0.57335,                0.62399,                0.34409,                 1.7042,                0.98419,                 1.3035,               0.009241,               0.009241,               0.009241
                    232,                 1.7621,                 1.6668,                 1.5668,                0.84964,                0.57337,                0.62671,                0.32803,                 1.7445,                 1.0025,                 1.3147,              0.0092377,              0.0092377,              0.0092377
                    233,                 1.7552,                 1.7235,                 1.6044,                0.87622,                0.55655,                0.62235,                 0.3317,                 1.7516,                0.98329,                 1.3326,              0.0092344,              0.0092344,              0.0092344
                    234,                 1.7217,                 1.6269,                 1.5659,                0.87009,                0.57051,                0.67992,                 0.3778,                 1.7406,                0.98139,                 1.3334,              0.0092311,              0.0092311,              0.0092311
                    235,                  1.747,                 1.6818,                  1.578,                0.75277,                0.57457,                0.68534,                0.38225,                 1.6828,                0.95726,                 1.2917,              0.0092278,              0.0092278,              0.0092278
                    236,                 1.7183,                 1.6516,                 1.5774,                0.87921,                0.57871,                0.69149,                0.36833,                  1.777,                0.98099,                  1.337,              0.0092245,              0.0092245,              0.0092245
                    237,                 1.7356,                 1.6772,                 1.5794,                0.88137,                0.58505,                0.65929,                   0.32,                 1.8851,                  1.031,                 1.3999,              0.0092212,              0.0092212,              0.0092212
                    238,                 1.7253,                 1.6222,                  1.568,                0.87688,                0.58872,                0.65454,                0.32125,                 1.8614,                 0.9929,                 1.3833,              0.0092179,              0.0092179,              0.0092179
                    239,                 1.7209,                 1.6031,                 1.5596,                0.57531,                0.69934,                0.69524,                0.35522,                 1.8427,                0.99059,                 1.3811,              0.0092146,              0.0092146,              0.0092146
                    240,                 1.7082,                  1.586,                 1.5504,                0.87316,                0.58522,                0.62551,                0.31439,                 1.7783,                0.97411,                 1.3447,              0.0092113,              0.0092113,              0.0092113
                    241,                 1.7248,                  1.642,                 1.5784,                0.62089,                 0.5764,                0.62532,                0.33669,                 1.6961,                0.93818,                  1.294,               0.009208,               0.009208,               0.009208
                    242,                 1.7594,                 1.6461,                  1.594,                0.86829,                0.58093,                0.61824,                0.33854,                 1.6565,                0.94542,                 1.2929,              0.0092047,              0.0092047,              0.0092047
                    243,                  1.717,                 1.5947,                  1.555,                0.86085,                0.58593,                0.62773,                0.34037,                 1.6971,                0.94104,                 1.3001,              0.0092014,              0.0092014,              0.0092014
                    244,                 1.7232,                 1.6195,                 1.5594,                0.88055,                0.58517,                0.64027,                 0.3338,                 1.7614,                0.98168,                 1.3132,              0.0091981,              0.0091981,              0.0091981
                    245,                 1.7357,                  1.641,                 1.5597,                0.87398,                0.58507,                0.63669,                0.31945,                 1.8168,                 1.0008,                 1.3566,              0.0091948,              0.0091948,              0.0091948
                    246,                 1.7227,                 1.6437,                 1.5612,                0.87119,                0.58308,                0.63531,                0.35154,                 1.6557,                0.98021,                 1.2748,              0.0091915,              0.0091915,              0.0091915
                    247,                 1.7306,                 1.6234,                 1.5519,                0.87361,                0.58625,                0.62166,                0.31842,                 1.7705,                0.99855,                 1.3336,              0.0091882,              0.0091882,              0.0091882
                    248,                 1.7198,                 1.5995,                 1.5531,                0.88082,                0.58855,                0.64117,                0.33355,                 1.7931,                0.97482,                 1.3367,              0.0091849,              0.0091849,              0.0091849
                    249,                 1.7256,                 1.6143,                 1.5573,                0.86751,                0.58441,                0.67078,                0.37746,                  1.775,                0.96005,                 1.3225,              0.0091816,              0.0091816,              0.0091816
                    250,                 1.7329,                 1.6214,                 1.5593,                0.87827,                0.58008,                0.65247,                0.35237,                 1.7239,                0.96643,                 1.3021,              0.0091783,              0.0091783,              0.0091783
                    251,                 1.7256,                 1.6061,                 1.5595,                0.86218,                0.58329,                0.63967,                0.36404,                 1.6779,                0.94173,                 1.2813,               0.009175,               0.009175,               0.009175
                    252,                 1.7299,                 1.6378,                 1.5493,                 0.8774,                0.59392,                0.64776,                 0.3529,                 1.6744,                0.96073,                 1.2683,              0.0091717,              0.0091717,              0.0091717
                    253,                 1.7403,                 1.6603,                 1.5631,                0.86481,                0.59037,                0.63214,                0.33497,                 1.6826,                0.94197,                 1.2744,              0.0091684,              0.0091684,              0.0091684
                    254,                 1.7486,                 1.6602,                 1.5758,                0.87104,                0.58153,                0.62907,                0.34054,                 1.6735,                0.94746,                 1.2771,              0.0091651,              0.0091651,              0.0091651
                    255,                 1.7299,                 1.6308,                 1.5719,                0.89232,                0.57884,                0.64519,                0.35097,                 1.6847,                0.93331,                 1.2789,              0.0091618,              0.0091618,              0.0091618
                    256,                 1.7201,                 1.5658,                 1.5612,                0.86061,                0.59395,                0.64248,                 0.3247,                 1.8631,                 0.9882,                 1.3759,              0.0091585,              0.0091585,              0.0091585
                    257,                 1.7186,                 1.6086,                 1.5406,                0.88159,                 0.5831,                0.63013,                0.31873,                 1.7321,                0.95206,                 1.3111,              0.0091552,              0.0091552,              0.0091552
                    258,                 1.7041,                 1.5851,                 1.5594,                0.75141,                0.59176,                0.62011,                0.30718,                 1.7563,                0.97155,                 1.3336,              0.0091519,              0.0091519,              0.0091519
                    259,                 1.7073,                 1.6063,                 1.5408,                0.87688,                0.58978,                0.63516,                0.33738,                 1.6949,                0.96342,                 1.2843,              0.0091486,              0.0091486,              0.0091486
                    260,                 1.6876,                 1.6139,                 1.5357,                0.88444,                0.58442,                0.67572,                0.37515,                  1.712,                0.96019,                  1.291,              0.0091453,              0.0091453,              0.0091453
                    261,                 1.7267,                 1.6446,                 1.5644,                0.87865,                0.57242,                0.63152,                0.34733,                 1.6951,                0.96377,                 1.2727,               0.009142,               0.009142,               0.009142
                    262,                 1.7446,                 1.6345,                 1.5644,                0.87877,                0.57931,                0.63858,                0.34395,                 1.7014,                0.95347,                 1.2778,              0.0091387,              0.0091387,              0.0091387
                    263,                 1.7152,                 1.6028,                 1.5441,                0.87174,                0.59591,                  0.654,                0.33467,                 1.8149,                0.96335,                 1.3414,              0.0091354,              0.0091354,              0.0091354
                    264,                 1.7326,                 1.5846,                 1.5507,                0.87621,                0.58015,                0.67919,                0.37719,                 1.6922,                0.93538,                 1.2748,              0.0091321,              0.0091321,              0.0091321
                    265,                 1.7119,                 1.5846,                 1.5196,                0.88744,                0.58715,                0.65747,                 0.3628,                 1.6686,                 0.9282,                 1.2651,              0.0091288,              0.0091288,              0.0091288
                    266,                 1.6953,                 1.5671,                  1.525,                0.62194,                0.71048,                0.67924,                0.38108,                  1.683,                0.93607,                 1.2718,              0.0091255,              0.0091255,              0.0091255
                    267,                 1.7123,                 1.5692,                 1.5487,                0.88094,                0.58929,                 0.6766,                0.39358,                 1.6476,                0.91518,                 1.2635,              0.0091222,              0.0091222,              0.0091222
                    268,                 1.7353,                 1.6322,                 1.5612,                0.60852,                0.67499,                0.67386,                0.38164,                 1.7087,                0.93545,                 1.2775,              0.0091189,              0.0091189,              0.0091189
                    269,                 1.7476,                 1.6215,                 1.5619,                0.87021,                 0.5809,                0.62952,                0.34241,                  1.714,                0.94348,                 1.2895,              0.0091156,              0.0091156,              0.0091156
                    270,                 1.7153,                 1.5965,                 1.5519,                0.87361,                0.58035,                0.63322,                0.34718,                 1.6966,                 0.9408,                 1.2851,              0.0091123,              0.0091123,              0.0091123
                    271,                  1.697,                 1.6025,                 1.5415,                 0.8927,                0.60019,                0.65513,                0.35902,                 1.6655,                0.91795,                 1.2667,               0.009109,               0.009109,               0.009109
                    272,                 1.7157,                 1.6313,                 1.5453,                0.89252,                0.59435,                 0.6382,                 0.3395,                  1.698,                0.93658,                 1.2814,              0.0091057,              0.0091057,              0.0091057
                    273,                 1.7046,                  1.606,                 1.5365,                0.88453,                0.60102,                0.64192,                0.32133,                   1.79,                 0.9652,                 1.3192,              0.0091024,              0.0091024,              0.0091024
                    274,                  1.705,                 1.5903,                 1.5395,                0.87891,                0.59345,                0.63157,                 0.3316,                 1.7648,                0.92021,                 1.3115,              0.0090991,              0.0090991,              0.0090991
                    275,                 1.7106,                 1.5697,                 1.5323,                0.88238,                0.58133,                0.63014,                0.34163,                 1.7346,                 0.9384,                 1.3057,              0.0090958,              0.0090958,              0.0090958
                    276,                 1.7212,                 1.6103,                 1.5357,                0.88588,                0.59371,                0.68667,                0.37475,                 1.7693,                 0.9685,                  1.307,              0.0090925,              0.0090925,              0.0090925
                    277,                 1.7051,                 1.5976,                 1.5522,                0.72467,                 0.6689,                 0.6892,                0.38323,                 1.7502,                0.94155,                 1.2772,              0.0090892,              0.0090892,              0.0090892
                    278,                 1.7125,                 1.6002,                 1.5488,                0.89205,                 0.6031,                0.66954,                0.36397,                 1.7271,                0.92346,                  1.282,              0.0090859,              0.0090859,              0.0090859
                    279,                 1.6998,                 1.5594,                 1.5312,                0.59086,                 0.6771,                0.66169,                0.36452,                 1.6817,                0.94024,                 1.2678,              0.0090826,              0.0090826,              0.0090826
                    280,                 1.7152,                 1.6104,                  1.542,                0.60895,                0.74673,                0.69754,                0.38446,                 1.7568,                0.96304,                 1.2984,              0.0090793,              0.0090793,              0.0090793
                    281,                 1.7175,                 1.6027,                 1.5352,                0.88567,                0.59108,                 0.6863,                0.36659,                  1.786,                0.95927,                 1.3188,               0.009076,               0.009076,               0.009076
                    282,                 1.7437,                 1.6367,                 1.5427,                0.88131,                0.60655,                  0.698,                0.36832,                 1.7291,                0.96256,                  1.274,              0.0090727,              0.0090727,              0.0090727
                    283,                 1.7065,                 1.5715,                 1.5151,                0.75032,                0.60689,                0.64439,                0.32877,                 1.7462,                0.94628,                 1.2912,              0.0090694,              0.0090694,              0.0090694
                    284,                 1.6855,                 1.5616,                 1.5244,                0.89639,                0.59428,                0.65542,                0.33954,                 1.7438,                 0.9563,                 1.2887,              0.0090661,              0.0090661,              0.0090661
                    285,                 1.6801,                 1.5306,                 1.5195,                0.89472,                 0.5975,                0.64388,                0.35017,                 1.6906,                0.90945,                 1.2599,              0.0090628,              0.0090628,              0.0090628
                    286,                 1.7035,                 1.5886,                 1.5394,                0.87697,                0.58614,                0.64434,                0.36519,                 1.6592,                0.91347,                 1.2539,              0.0090595,              0.0090595,              0.0090595
                    287,                 1.6885,                 1.5426,                 1.5227,                0.62793,                  0.708,                0.70241,                0.37665,                 1.7678,                0.91818,                 1.3138,              0.0090562,              0.0090562,              0.0090562
                    288,                 1.6904,                 1.5478,                 1.5198,                0.88135,                0.60665,                0.64286,                0.31799,                  1.785,                0.94296,                 1.3249,              0.0090529,              0.0090529,              0.0090529
                    289,                 1.7046,                 1.5803,                  1.525,                0.88755,                 0.6043,                0.65275,                0.32785,                 1.7756,                0.92683,                 1.3274,              0.0090496,              0.0090496,              0.0090496
                    290,                 1.7135,                 1.6208,                 1.5492,                0.87282,                0.60402,                0.64232,                0.35233,                 1.6749,                0.91493,                 1.2678,              0.0090463,              0.0090463,              0.0090463
                    291,                 1.6888,                 1.5556,                 1.5149,                0.61857,                 0.6755,                0.64322,                0.33953,                 1.7494,                0.93375,                 1.2962,               0.009043,               0.009043,               0.009043
                    292,                 1.7043,                  1.566,                 1.5345,                0.55182,                0.70041,                0.65759,                0.35856,                 1.7169,                0.89932,                 1.2869,              0.0090397,              0.0090397,              0.0090397
                    293,                  1.686,                 1.5819,                 1.5418,                 0.8811,                0.59243,                  0.667,                0.37949,                 1.6523,                0.91042,                 1.2457,              0.0090364,              0.0090364,              0.0090364
