                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.1827,                0.61696,                 1.0986,                0.73369,                0.67836,                0.74304,                 0.4606,                 1.3949,                 0.6511,                 1.2196,              0.0092377,              0.0092377,              0.0092377
                    156,                 1.1884,                0.61589,                 1.0946,                0.67452,                0.83509,                0.76621,                0.47948,                 1.3906,                0.65601,                 1.2163,              0.0092327,              0.0092327,              0.0092327
                    157,                  1.167,                0.61073,                 1.0838,                0.87594,                0.67672,                0.74769,                0.47673,                 1.3839,                0.65791,                 1.2167,              0.0092278,              0.0092278,              0.0092278
                    158,                 1.1816,                0.61264,                 1.0829,                 0.7183,                0.75221,                0.75862,                0.46409,                 1.3973,                0.66083,                 1.2171,              0.0092229,              0.0092229,              0.0092229
                    159,                 1.1924,                0.61693,                 1.0941,                 0.9082,                0.75921,                 0.7971,                0.48044,                 1.3965,                0.65408,                 1.2176,              0.0092179,              0.0092179,              0.0092179
                    160,                 1.1798,                0.60933,                 1.0844,                 0.8883,                0.68411,                0.74816,                0.47499,                 1.3887,                0.65666,                 1.2085,              0.0092129,              0.0092129,              0.0092129
                    161,                 1.1818,                0.61249,                 1.0874,                0.72839,                0.74506,                0.75798,                0.46428,                  1.395,                0.65241,                  1.215,               0.009208,               0.009208,               0.009208
                    162,                 1.1715,                0.60573,                 1.0821,                0.89233,                 0.6807,                0.76738,                 0.4752,                 1.3856,                0.64415,                 1.2125,              0.0092031,              0.0092031,              0.0092031
                    163,                 1.1687,                0.60638,                 1.0803,                0.69445,                0.76486,                0.76213,                0.47812,                 1.3938,                 0.6523,                 1.2169,              0.0091981,              0.0091981,              0.0091981
                    164,                 1.1799,                0.61118,                 1.0838,                0.67927,                0.83209,                0.78322,                0.48768,                  1.391,                0.65167,                 1.2169,              0.0091932,              0.0091932,              0.0091932
                    165,                 1.1649,                0.60451,                 1.0841,                0.87852,                0.69089,                0.74526,                0.47113,                 1.3892,                0.65116,                 1.2155,              0.0091882,              0.0091882,              0.0091882
                    166,                 1.1679,                0.60632,                 1.0804,                0.72957,                0.77603,                0.75439,                0.48063,                 1.3878,                0.65574,                 1.2102,              0.0091833,              0.0091833,              0.0091833
                    167,                 1.1749,                0.60833,                 1.0787,                0.87093,                0.68809,                0.75485,                0.47439,                 1.3928,                0.65481,                 1.2136,              0.0091783,              0.0091783,              0.0091783
                    168,                 1.1612,                0.59713,                 1.0771,                0.88368,                 0.6848,                 0.7626,                0.48915,                 1.3874,                0.65288,                 1.2202,              0.0091734,              0.0091734,              0.0091734
                    169,                 1.1747,                0.60718,                 1.0839,                0.86217,                0.68677,                0.75744,                0.48787,                 1.3834,                0.64659,                 1.2125,              0.0091684,              0.0091684,              0.0091684
                    170,                 1.1616,                0.59614,                 1.0766,                0.87307,                0.68443,                 0.7403,                0.46756,                  1.388,                0.65727,                 1.2148,              0.0091635,              0.0091635,              0.0091635
                    171,                 1.1834,                0.61499,                 1.0861,                0.76884,                 0.6857,                0.73859,                0.46358,                 1.3791,                0.65084,                 1.2127,              0.0091585,              0.0091585,              0.0091585
                    172,                 1.1716,                 0.6085,                 1.0813,                0.70958,                0.75343,                0.75877,                0.48252,                 1.3817,                0.64999,                 1.2018,              0.0091535,              0.0091535,              0.0091535
                    173,                 1.1585,                 0.5956,                 1.0746,                0.67568,                0.84521,                0.75878,                0.46954,                 1.3802,                0.64849,                 1.2125,              0.0091486,              0.0091486,              0.0091486
                    174,                 1.1514,                0.59711,                 1.0741,                 0.8686,                0.69233,                0.75234,                0.45948,                 1.3907,                0.65756,                 1.2175,              0.0091436,              0.0091436,              0.0091436
                    175,                 1.1642,                0.60085,                  1.081,                0.87554,                0.68657,                0.75518,                0.46543,                  1.384,                0.65445,                 1.2081,              0.0091387,              0.0091387,              0.0091387
                    176,                 1.1465,                0.59343,                 1.0802,                0.88426,                0.69188,                0.74784,                0.46749,                 1.3808,                0.64329,                 1.2091,              0.0091337,              0.0091337,              0.0091337
                    177,                   1.16,                0.60094,                 1.0772,                0.89514,                0.68234,                 0.7502,                0.47159,                 1.3859,                0.64579,                 1.2106,              0.0091288,              0.0091288,              0.0091288
                    178,                 1.1553,                0.59124,                 1.0718,                0.90205,                0.68486,                0.74916,                0.47456,                 1.3851,                0.64569,                 1.2167,              0.0091239,              0.0091239,              0.0091239
                    179,                 1.1491,                0.59227,                 1.0772,                0.69801,                0.78056,                0.77804,                 0.5095,                 1.3812,                0.64455,                 1.2083,              0.0091189,              0.0091189,              0.0091189
                    180,                 1.1718,                0.60538,                 1.0758,                0.88366,                0.68437,                0.74585,                0.46559,                 1.3939,                0.65266,                 1.2156,              0.0091139,              0.0091139,              0.0091139
                    181,                 1.1503,                0.59936,                 1.0694,                0.88445,                0.69055,                0.73564,                0.46289,                 1.3872,                0.64917,                 1.2147,               0.009109,               0.009109,               0.009109
                    182,                 1.1678,                0.59996,                 1.0794,                0.89101,                0.68845,                0.72572,                0.45633,                 1.4018,                0.64924,                 1.2232,              0.0091041,              0.0091041,              0.0091041
                    183,                  1.146,                0.59618,                 1.0649,                0.88265,                0.68966,                0.73284,                0.46328,                 1.3888,                   0.65,                 1.2167,              0.0090991,              0.0090991,              0.0090991
                    184,                 1.1541,                0.59828,                 1.0763,                0.88816,                0.67452,                0.72718,                0.46151,                 1.3907,                0.64984,                 1.2177,              0.0090942,              0.0090942,              0.0090942
                    185,                  1.153,                0.59472,                 1.0647,                 0.9327,                0.74534,                0.80182,                0.48083,                 1.3908,                0.64432,                 1.2151,              0.0090892,              0.0090892,              0.0090892
                    186,                  1.149,                0.59243,                 1.0723,                0.70274,                0.77073,                0.73467,                0.47036,                 1.3937,                0.64607,                 1.2195,              0.0090843,              0.0090843,              0.0090843
                    187,                 1.1579,                 0.5973,                 1.0747,                0.69373,                0.77721,                0.73569,                0.47382,                 1.3941,                0.65009,                 1.2122,              0.0090793,              0.0090793,              0.0090793
                    188,                 1.1383,                0.58814,                  1.066,                0.76049,                0.78758,                0.75906,                0.47807,                 1.3874,                0.64461,                 1.2112,              0.0090744,              0.0090744,              0.0090744
                    189,                 1.1558,                0.59465,                 1.0736,                0.78418,                0.68823,                0.76349,                0.47635,                  1.388,                0.64657,                 1.2076,              0.0090694,              0.0090694,              0.0090694
                    190,                  1.143,                0.58722,                 1.0693,                0.75198,                 0.7785,                0.75795,                0.48199,                 1.3976,                0.65531,                 1.2178,              0.0090644,              0.0090644,              0.0090644
                    191,                 1.1354,                0.58892,                 1.0714,                0.75002,                0.76121,                0.76138,                 0.4824,                 1.3881,                0.64628,                  1.213,              0.0090595,              0.0090595,              0.0090595
                    192,                 1.1495,                0.59445,                 1.0687,                0.90702,                0.68669,                0.73872,                0.46564,                 1.3852,                0.64271,                 1.2111,              0.0090545,              0.0090545,              0.0090545
                    193,                 1.1544,                0.59938,                 1.0733,                0.90313,                0.68778,                0.73651,                0.46833,                 1.3919,                0.64489,                 1.2146,              0.0090496,              0.0090496,              0.0090496
                    194,                 1.1302,                0.58403,                 1.0612,                0.88523,                0.68787,                0.73521,                0.46946,                  1.389,                0.64996,                 1.2171,              0.0090446,              0.0090446,              0.0090446
                    195,                 1.1379,                0.58549,                  1.066,                0.87668,                0.69157,                0.73554,                0.45984,                  1.383,                0.64882,                 1.2161,              0.0090397,              0.0090397,              0.0090397
                    196,                 1.1439,                0.58953,                 1.0719,                0.75208,                0.76586,                0.75031,                0.47872,                 1.3823,                0.64699,                 1.2148,              0.0090347,              0.0090347,              0.0090347
                    197,                 1.1424,                 0.5818,                 1.0648,                0.88763,                0.68556,                0.73666,                0.46658,                 1.3885,                0.64814,                 1.2163,              0.0090298,              0.0090298,              0.0090298
                    198,                 1.1402,                 0.5918,                 1.0677,                0.87384,                0.69231,                0.75445,                0.48647,                 1.3874,                0.64528,                  1.212,              0.0090248,              0.0090248,              0.0090248
                    199,                 1.1454,                0.58837,                 1.0687,                0.88803,                0.68354,                0.75778,                0.47739,                 1.3837,                0.64466,                  1.212,              0.0090199,              0.0090199,              0.0090199
                    200,                 1.1423,                0.58682,                 1.0709,                0.90695,                0.68758,                0.75536,                0.47994,                 1.3833,                0.64434,                 1.2099,              0.0090149,              0.0090149,              0.0090149
                    201,                 1.1284,                0.58569,                 1.0639,                0.90751,                0.67904,                 0.7431,                0.46731,                 1.3851,                0.64787,                 1.2114,                0.00901,                0.00901,                0.00901
                    202,                 1.1433,                0.59476,                 1.0676,                0.88859,                0.69065,                0.74143,                0.46521,                 1.3868,                 0.6453,                 1.2104,              0.0090051,              0.0090051,              0.0090051
                    203,                 1.1211,                0.58004,                 1.0542,                0.88239,                0.68841,                0.72773,                0.46338,                 1.3905,                0.65089,                 1.2139,              0.0090001,              0.0090001,              0.0090001
                    204,                 1.1411,                0.57919,                 1.0559,                0.88746,                0.69183,                0.73494,                0.47473,                  1.397,                0.65117,                 1.2158,              0.0089952,              0.0089952,              0.0089952
                    205,                 1.1331,                0.58379,                 1.0642,                0.86917,                0.68982,                  0.732,                0.46824,                 1.3943,                0.64155,                 1.2153,              0.0089902,              0.0089902,              0.0089902
                    206,                 1.1457,                0.58264,                 1.0615,                0.85958,                0.68697,                0.73164,                0.46238,                 1.3854,                0.64391,                 1.2118,              0.0089853,              0.0089853,              0.0089853
                    207,                 1.1378,                0.58512,                 1.0684,                0.89384,                0.68177,                0.73719,                0.46227,                 1.3819,                0.63933,                 1.2069,              0.0089803,              0.0089803,              0.0089803
                    208,                 1.1354,                0.58346,                 1.0583,                0.86441,                0.68356,                0.74471,                0.46524,                 1.3793,                0.64177,                 1.2073,              0.0089753,              0.0089753,              0.0089753
                    209,                 1.1342,                0.58107,                 1.0612,                0.89843,                0.68147,                0.75046,                0.46542,                 1.3828,                0.63971,                 1.2109,              0.0089704,              0.0089704,              0.0089704
                    210,                 1.1257,                 0.5716,                 1.0588,                  0.716,                0.71174,                0.72461,                0.46081,                 1.3802,                0.63998,                 1.2109,              0.0089654,              0.0089654,              0.0089654
                    211,                 1.1366,                0.58167,                 1.0579,                 0.9004,                0.68539,                0.72755,                0.45965,                 1.3837,                 0.6422,                 1.2145,              0.0089605,              0.0089605,              0.0089605
                    212,                 1.1479,                 0.5872,                 1.0586,                0.91342,                  0.686,                0.73101,                  0.449,                 1.3987,                0.64743,                 1.2188,              0.0089555,              0.0089555,              0.0089555
                    213,                 1.1207,                0.58045,                 1.0566,                0.89091,                0.69187,                0.74051,                 0.4593,                 1.3946,                0.65284,                 1.2189,              0.0089506,              0.0089506,              0.0089506
                    214,                 1.1192,                0.57585,                  1.065,                0.90734,                0.68389,                0.75035,                0.45712,                 1.3953,                0.64849,                 1.2153,              0.0089456,              0.0089456,              0.0089456
                    215,                 1.1406,                0.58831,                 1.0626,                0.69949,                0.76558,                0.76358,                0.47488,                 1.3912,                0.64737,                 1.2152,              0.0089407,              0.0089407,              0.0089407
                    216,                 1.1188,                0.57593,                 1.0535,                0.88451,                0.69299,                0.75291,                0.47442,                 1.3952,                0.64876,                 1.2138,              0.0089358,              0.0089358,              0.0089358
                    217,                 1.1371,                0.58127,                 1.0616,                0.86086,                0.68823,                0.73768,                0.46557,                 1.3923,                0.64845,                 1.2126,              0.0089308,              0.0089308,              0.0089308
                    218,                 1.1269,                0.57698,                 1.0528,                0.72728,                0.70297,                0.70389,                0.43731,                 1.3945,                 0.6499,                 1.2159,              0.0089258,              0.0089258,              0.0089258
                    219,                 1.1244,                0.57183,                 1.0561,                0.65225,                0.78276,                0.70707,                 0.4329,                 1.3908,                0.64453,                 1.2154,              0.0089209,              0.0089209,              0.0089209
                    220,                 1.1201,                0.58481,                 1.0578,                0.72656,                0.73729,                0.77186,                0.47313,                 1.3884,                0.64677,                 1.2128,              0.0089159,              0.0089159,              0.0089159
                    221,                 1.1247,                0.58561,                  1.051,                0.89118,                0.68485,                0.75404,                0.47167,                 1.3953,                0.65407,                 1.2126,               0.008911,               0.008911,               0.008911
                    222,                 1.1294,                0.58746,                 1.0602,                0.68306,                 0.7826,                0.76267,                 0.4738,                 1.3903,                0.64672,                 1.2098,              0.0089061,              0.0089061,              0.0089061
                    223,                 1.1277,                0.57693,                 1.0592,                0.90325,                0.66851,                0.75317,                0.47173,                 1.3873,                0.63858,                 1.2102,              0.0089011,              0.0089011,              0.0089011
                    224,                 1.1267,                0.57956,                 1.0475,                0.69758,                0.70184,                0.71049,                0.44065,                 1.3865,                 0.6402,                 1.2165,              0.0088962,              0.0088962,              0.0088962
                    225,                 1.1244,                0.58193,                 1.0548,                0.68921,                0.82451,                0.74215,                0.46661,                 1.3912,                0.64708,                 1.2191,              0.0088912,              0.0088912,              0.0088912
                    226,                 1.1215,                0.57413,                 1.0602,                0.89976,                0.68368,                0.75853,                 0.4771,                 1.3941,                0.64262,                 1.2186,              0.0088863,              0.0088863,              0.0088863
                    227,                  1.114,                0.57232,                  1.052,                0.90614,                0.67968,                 0.7501,                0.47025,                  1.397,                0.63534,                 1.2217,              0.0088813,              0.0088813,              0.0088813
                    228,                 1.1134,                0.57461,                 1.0603,                0.90986,                0.67585,                0.75209,                0.47012,                 1.3949,                 0.6428,                 1.2182,              0.0088763,              0.0088763,              0.0088763
                    229,                 1.1186,                0.57053,                 1.0494,                0.86847,                0.67865,                0.75623,                0.46804,                 1.3956,                0.64114,                  1.219,              0.0088714,              0.0088714,              0.0088714
                    230,                 1.1221,                0.57877,                 1.0563,                0.70068,                0.74004,                0.75565,                0.47956,                 1.3938,                0.64178,                 1.2204,              0.0088664,              0.0088664,              0.0088664
                    231,                 1.1166,                0.57645,                 1.0468,                0.86524,                0.68863,                0.74375,                0.47119,                 1.3972,                 0.6408,                 1.2193,              0.0088615,              0.0088615,              0.0088615
                    232,                 1.1081,                0.57878,                 1.0515,                0.87079,                0.68417,                0.75501,                0.47892,                 1.3998,                0.64235,                 1.2186,              0.0088565,              0.0088565,              0.0088565
                    233,                 1.1215,                0.57585,                 1.0452,                0.91865,                0.68041,                0.74608,                0.47347,                 1.3919,                0.64658,                 1.2166,              0.0088516,              0.0088516,              0.0088516
                    234,                 1.1216,                0.57834,                 1.0531,                0.90782,                0.66974,                0.74215,                0.47276,                 1.3936,                0.64553,                 1.2109,              0.0088466,              0.0088466,              0.0088466
                    235,                  1.111,                0.56899,                 1.0482,                0.90494,                0.66865,                0.74369,                0.47116,                 1.3978,                0.64623,                 1.2146,              0.0088417,              0.0088417,              0.0088417
                    236,                 1.1143,                0.57447,                 1.0488,                0.71951,                0.77543,                0.75329,                0.47785,                 1.4012,                0.64613,                 1.2165,              0.0088368,              0.0088368,              0.0088368
                    237,                 1.1272,                 0.5842,                 1.0485,                 0.6726,                0.84495,                0.76528,                0.47276,                  1.401,                0.64411,                 1.2141,              0.0088318,              0.0088318,              0.0088318
                    238,                 1.1196,                0.58132,                   1.05,                0.87858,                0.67841,                 0.7583,                0.47053,                 1.3967,                0.64517,                 1.2151,              0.0088268,              0.0088268,              0.0088268
                    239,                 1.1105,                0.57424,                 1.0424,                0.74026,                0.83649,                0.77281,                0.47792,                 1.3957,                0.64904,                 1.2197,              0.0088219,              0.0088219,              0.0088219
                    240,                 1.1111,                0.57651,                 1.0505,                 0.7174,                0.77359,                0.81261,                0.51509,                 1.3961,                0.64954,                 1.2156,               0.008817,               0.008817,               0.008817
                    241,                 1.1165,                0.57654,                 1.0419,                0.72061,                0.78006,                0.78469,                0.48902,                  1.393,                0.64812,                 1.2126,               0.008812,               0.008812,               0.008812
