                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                   1.61,                 1.0761,                 1.3477,                0.87204,                  0.535,                0.57469,                0.34606,                 1.5566,                0.97916,                 1.3548,              0.0099258,              0.0099258,              0.0099258
                     17,                 1.6172,                 1.0511,                 1.3477,                0.73452,                0.54918,                0.57129,                0.34369,                 1.5213,                0.94581,                 1.3302,              0.0099208,              0.0099208,              0.0099208
                     18,                 1.5831,                 1.0126,                 1.3272,                0.70765,                0.60193,                0.64186,                0.39114,                 1.5175,                0.91408,                 1.3297,              0.0099159,              0.0099159,              0.0099159
                     19,                 1.5853,                  1.025,                 1.3416,                0.87575,                0.55988,                0.64182,                0.38789,                 1.5269,                 0.9005,                 1.3409,              0.0099109,              0.0099109,              0.0099109
                     20,                 1.5771,                 1.0027,                 1.3201,                0.86376,                0.55205,                0.57467,                0.35099,                 1.5288,                0.90899,                 1.3385,               0.009906,               0.009906,               0.009906
                     21,                 1.5513,                0.97601,                 1.3086,                0.88403,                0.56513,                 0.6301,                0.38577,                 1.5047,                0.88669,                 1.3117,               0.009901,               0.009901,               0.009901
                     22,                 1.5483,                0.97214,                 1.3133,                0.86411,                0.56055,                0.58156,                 0.3541,                 1.4837,                0.86979,                  1.317,              0.0098961,              0.0098961,              0.0098961
                     23,                  1.527,                0.94905,                 1.2875,                0.89436,                0.55877,                0.59258,                0.36401,                 1.4912,                0.84497,                 1.3081,              0.0098911,              0.0098911,              0.0098911
                     24,                 1.5346,                0.95108,                 1.2921,                0.90168,                 0.5623,                0.61241,                0.37271,                 1.4792,                0.85495,                    1.3,              0.0098861,              0.0098861,              0.0098861
                     25,                 1.5246,                0.93698,                 1.2801,                0.75021,                0.61207,                0.64888,                0.39793,                 1.4848,                0.87253,                 1.3007,              0.0098812,              0.0098812,              0.0098812
                     26,                 1.5212,                0.92912,                 1.2737,                0.79776,                  0.675,                0.69029,                0.43582,                 1.4718,                0.83208,                 1.2924,              0.0098763,              0.0098763,              0.0098763
                     27,                 1.4965,                0.90356,                 1.2673,                0.72664,                0.67284,                0.66533,                0.42016,                 1.4705,                0.82038,                 1.2911,              0.0098713,              0.0098713,              0.0098713
                     28,                 1.4922,                0.89686,                  1.256,                0.89386,                0.56704,                0.67982,                0.41302,                 1.4833,                0.86002,                 1.2974,              0.0098664,              0.0098664,              0.0098664
                     29,                 1.4813,                0.87634,                 1.2551,                0.76249,                 0.5585,                0.59282,                0.35424,                  1.532,                0.87419,                  1.312,              0.0098614,              0.0098614,              0.0098614
                     30,                 1.4903,                0.89419,                 1.2652,                0.67929,                0.66359,                 0.6731,                0.41014,                 1.4589,                0.81621,                 1.2844,              0.0098565,              0.0098565,              0.0098565
                     31,                 1.4688,                0.87253,                 1.2598,                0.87289,                0.64661,                0.68028,                0.41452,                 1.4805,                 0.8096,                 1.2941,              0.0098515,              0.0098515,              0.0098515
                     32,                 1.4763,                0.86836,                 1.2639,                0.64542,                0.67302,                0.66242,                0.40561,                 1.4535,                 0.7908,                 1.2779,              0.0098466,              0.0098466,              0.0098466
                     33,                 1.4661,                0.85957,                 1.2543,                0.81976,                0.66867,                0.68523,                0.41653,                 1.4507,                0.78827,                 1.2665,              0.0098416,              0.0098416,              0.0098416
                     34,                 1.4518,                0.85685,                 1.2463,                0.60904,                 0.6807,                0.69391,                0.42885,                 1.4825,                0.79659,                  1.294,              0.0098367,              0.0098367,              0.0098367
                     35,                 1.4494,                0.85054,                 1.2317,                0.60684,                0.74277,                0.69966,                0.42317,                 1.4506,                0.78512,                 1.2702,              0.0098317,              0.0098317,              0.0098317
                     36,                 1.4391,                0.84263,                 1.2329,                 0.6207,                0.68483,                0.68527,                 0.4216,                 1.4356,                0.76434,                 1.2658,              0.0098268,              0.0098268,              0.0098268
                     37,                 1.4442,                0.83875,                 1.2299,                0.88533,                0.66364,                0.69673,                0.42733,                 1.4499,                0.77719,                 1.2662,              0.0098218,              0.0098218,              0.0098218
                     38,                 1.4252,                0.82702,                  1.216,                0.74198,                0.64613,                0.69583,                0.41732,                 1.4409,                0.77928,                 1.2619,              0.0098169,              0.0098169,              0.0098169
                     39,                 1.4344,                0.82198,                 1.2283,                0.77136,                0.71914,                0.70145,                0.43667,                 1.4457,                0.78495,                 1.2697,              0.0098119,              0.0098119,              0.0098119
                     40,                 1.4103,                0.81598,                 1.2177,                0.73977,                0.65588,                0.69589,                0.43044,                 1.4712,                0.78231,                 1.2697,               0.009807,               0.009807,               0.009807
                     41,                 1.4225,                0.82205,                 1.2163,                0.76149,                0.71619,                0.70546,                0.44876,                 1.4363,                0.77351,                 1.2636,               0.009802,               0.009802,               0.009802
                     42,                 1.4296,                0.82535,                 1.2173,                0.87779,                0.63609,                0.69763,                0.42398,                 1.4436,                0.77183,                 1.2597,               0.009797,               0.009797,               0.009797
                     43,                 1.4063,                 0.8098,                 1.2081,                0.81112,                0.69782,                 0.7088,                  0.442,                 1.4476,                0.76596,                 1.2582,              0.0097921,              0.0097921,              0.0097921
                     44,                 1.4171,                0.80011,                 1.2132,                0.90404,                0.63141,                0.69903,                0.42212,                 1.4768,                0.76954,                 1.2746,              0.0097871,              0.0097871,              0.0097871
                     45,                  1.413,                0.81355,                 1.2114,                0.82733,                0.71051,                0.72087,                0.44178,                 1.4233,                0.75554,                 1.2557,              0.0097822,              0.0097822,              0.0097822
                     46,                 1.3987,                0.78963,                 1.1998,                0.84467,                0.64968,                0.70197,                0.43662,                 1.4326,                 0.7595,                 1.2505,              0.0097773,              0.0097773,              0.0097773
                     47,                 1.3958,                0.79642,                 1.1974,                0.82121,                0.67679,                0.69755,                0.43637,                 1.4364,                0.76058,                 1.2599,              0.0097723,              0.0097723,              0.0097723
                     48,                 1.3913,                0.78444,                 1.2063,                0.90737,                0.59729,                0.69848,                0.42055,                 1.4426,                 0.7686,                  1.254,              0.0097674,              0.0097674,              0.0097674
                     49,                 1.3819,                0.78495,                 1.1961,                0.67072,                0.74983,                0.71248,                 0.4301,                 1.4467,                0.75537,                  1.267,              0.0097624,              0.0097624,              0.0097624
                     50,                  1.384,                0.77025,                 1.1989,                0.79609,                0.68212,                0.67937,                0.41608,                 1.4584,                0.74138,                 1.2549,              0.0097575,              0.0097575,              0.0097575
                     51,                  1.384,                0.78948,                 1.1993,                0.64074,                0.75275,                0.72105,                0.45394,                  1.435,                0.75162,                 1.2564,              0.0097525,              0.0097525,              0.0097525
                     52,                 1.3602,                0.77082,                 1.1953,                0.61638,                0.74994,                0.67632,                0.42748,                 1.4201,                0.74756,                 1.2447,              0.0097476,              0.0097476,              0.0097476
                     53,                 1.3713,                0.76239,                 1.1855,                0.88404,                0.67595,                0.74948,                0.47395,                 1.4142,                0.73886,                 1.2391,              0.0097426,              0.0097426,              0.0097426
                     54,                 1.3535,                 0.7568,                 1.1876,                0.67523,                0.73916,                0.71264,                0.43937,                 1.4348,                0.73571,                 1.2553,              0.0097377,              0.0097377,              0.0097377
                     55,                  1.363,                0.76176,                 1.1953,                0.69525,                0.75022,                0.67603,                0.42256,                 1.4128,                0.73375,                 1.2397,              0.0097327,              0.0097327,              0.0097327
                     56,                 1.3482,                0.75237,                 1.1746,                0.69896,                0.74813,                0.69013,                0.42924,                 1.4176,                0.73702,                 1.2491,              0.0097278,              0.0097278,              0.0097278
                     57,                 1.3691,                0.76836,                  1.185,                0.74191,                0.74115,                 0.7138,                0.45153,                 1.4214,                0.72161,                 1.2426,              0.0097228,              0.0097228,              0.0097228
                     58,                 1.3429,                0.74766,                  1.177,                0.90269,                0.66691,                0.71097,                0.44805,                 1.4207,                0.72956,                 1.2422,              0.0097179,              0.0097179,              0.0097179
                     59,                 1.3411,                0.73953,                 1.1644,                0.69388,                  0.762,                0.72579,                0.44943,                 1.4171,                0.72897,                 1.2332,              0.0097129,              0.0097129,              0.0097129
                     60,                  1.355,                0.74599,                 1.1794,                0.73126,                0.73212,                0.72885,                0.44171,                 1.4275,                0.73671,                 1.2462,               0.009708,               0.009708,               0.009708
                     61,                 1.3457,                0.73976,                 1.1799,                0.68596,                0.70203,                0.67305,                0.41382,                 1.4262,                0.72669,                 1.2463,               0.009703,               0.009703,               0.009703
                     62,                 1.3436,                0.74326,                 1.1743,                0.79633,                0.70899,                0.72145,                0.44242,                 1.4134,                0.72785,                 1.2471,               0.009698,               0.009698,               0.009698
                     63,                 1.3439,                0.74624,                 1.1732,                0.63628,                0.74278,                0.67433,                0.41816,                  1.417,                 0.7455,                 1.2426,              0.0096931,              0.0096931,              0.0096931
                     64,                 1.3468,                 0.7513,                 1.1753,                  0.873,                0.68537,                0.72907,                0.44697,                 1.4067,                 0.7256,                 1.2301,              0.0096881,              0.0096881,              0.0096881
                     65,                 1.3266,                0.73211,                 1.1634,                0.84504,                0.71678,                0.72329,                0.44889,                 1.4307,                0.73085,                 1.2458,              0.0096832,              0.0096832,              0.0096832
                     66,                 1.3345,                0.72656,                 1.1647,                0.70387,                0.76153,                0.75584,                0.47504,                 1.4217,                0.72327,                 1.2393,              0.0096783,              0.0096783,              0.0096783
                     67,                 1.3257,                0.73472,                 1.1649,                0.72821,                0.73115,                0.72852,                0.45484,                 1.4235,                0.73209,                 1.2409,              0.0096733,              0.0096733,              0.0096733
                     68,                 1.3336,                0.72577,                 1.1676,                0.69339,                0.75821,                0.71432,                0.43764,                 1.4199,                0.72002,                 1.2469,              0.0096684,              0.0096684,              0.0096684
                     69,                  1.312,                0.71888,                 1.1574,                 0.8043,                0.71899,                0.71553,                0.44639,                  1.422,                0.71683,                  1.238,              0.0096634,              0.0096634,              0.0096634
                     70,                 1.3255,                0.72652,                 1.1652,                0.90626,                0.64435,                0.72462,                0.43762,                 1.4222,                0.71683,                  1.239,              0.0096585,              0.0096585,              0.0096585
                     71,                  1.308,                0.71537,                 1.1521,                0.72234,                0.75838,                0.71692,                0.44645,                 1.4096,                0.71445,                  1.236,              0.0096535,              0.0096535,              0.0096535
                     72,                 1.3065,                0.71552,                 1.1603,                0.89976,                0.66552,                0.72956,                0.46079,                 1.4093,                0.70507,                  1.238,              0.0096486,              0.0096486,              0.0096486
                     73,                 1.3205,                0.72583,                  1.163,                0.85566,                0.70182,                0.76231,                  0.479,                  1.409,                0.71198,                 1.2362,              0.0096436,              0.0096436,              0.0096436
                     74,                 1.3028,                0.72054,                 1.1597,                0.71878,                0.67693,                0.71972,                0.45494,                 1.4039,                0.71484,                 1.2314,              0.0096387,              0.0096387,              0.0096387
                     75,                  1.306,                0.70939,                 1.1506,                0.79439,                0.73852,                0.72864,                0.45609,                  1.405,                0.70518,                 1.2272,              0.0096337,              0.0096337,              0.0096337
                     76,                  1.306,                0.72421,                 1.1529,                0.79971,                0.73129,                0.76466,                0.50048,                 1.4081,                0.70721,                 1.2374,              0.0096288,              0.0096288,              0.0096288
                     77,                 1.3077,                0.70619,                 1.1523,                0.89935,                 0.6661,                0.71751,                0.45685,                 1.3957,                0.70655,                  1.222,              0.0096238,              0.0096238,              0.0096238
                     78,                 1.3031,                0.70561,                 1.1522,                0.70791,                0.75693,                0.73549,                0.47068,                 1.3955,                0.69663,                 1.2215,              0.0096188,              0.0096188,              0.0096188
                     79,                 1.2996,                0.69516,                 1.1438,                0.81958,                0.73518,                0.73151,                 0.4662,                 1.4189,                0.70217,                 1.2347,              0.0096139,              0.0096139,              0.0096139
                     80,                 1.2827,                0.69235,                 1.1342,                0.80252,                0.74977,                0.73274,                0.46878,                 1.4075,                 0.7073,                 1.2334,               0.009609,               0.009609,               0.009609
                     81,                 1.2985,                 0.7073,                 1.1552,                 0.9047,                0.66286,                 0.7107,                0.44239,                  1.415,                0.70255,                 1.2356,               0.009604,               0.009604,               0.009604
                     82,                 1.2949,                0.70406,                 1.1512,                0.69526,                  0.753,                0.71833,                0.45475,                  1.405,                0.69133,                 1.2308,               0.009599,               0.009599,               0.009599
                     83,                 1.2807,                0.70109,                 1.1463,                0.69561,                0.75087,                0.74121,                0.45019,                 1.4134,                0.72416,                 1.2343,              0.0095941,              0.0095941,              0.0095941
                     84,                 1.2908,                0.69663,                 1.1438,                0.91336,                0.66668,                0.72459,                  0.457,                 1.4068,                 0.6964,                 1.2362,              0.0095892,              0.0095892,              0.0095892
                     85,                 1.2877,                0.68826,                 1.1445,                0.75936,                0.66872,                0.71219,                0.44819,                 1.4081,                0.70761,                 1.2326,              0.0095842,              0.0095842,              0.0095842
                     86,                 1.2921,                0.70285,                 1.1561,                0.80914,                0.73044,                0.74354,                0.46386,                 1.3989,                0.70095,                 1.2223,              0.0095793,              0.0095793,              0.0095793
                     87,                 1.2935,                0.70123,                 1.1443,                0.77791,                0.72962,                0.76697,                0.49532,                 1.3903,                0.69223,                 1.2187,              0.0095743,              0.0095743,              0.0095743
                     88,                   1.27,                 0.6811,                 1.1327,                0.77912,                0.74871,                0.76662,                0.48101,                 1.3922,                 0.6876,                 1.2273,              0.0095694,              0.0095694,              0.0095694
                     89,                 1.2754,                0.69222,                 1.1395,                0.91825,                0.66801,                0.73321,                0.45962,                 1.3982,                0.69898,                 1.2191,              0.0095644,              0.0095644,              0.0095644
                     90,                  1.285,                0.68872,                 1.1426,                0.71266,                0.74269,                0.71985,                0.45312,                  1.404,                0.69455,                 1.2296,              0.0095595,              0.0095595,              0.0095595
                     91,                  1.267,                0.67868,                 1.1316,                0.73177,                0.75626,                0.72871,                0.45444,                 1.3889,                0.69003,                  1.223,              0.0095545,              0.0095545,              0.0095545
                     92,                 1.2776,                0.68551,                 1.1343,                0.91199,                0.65864,                0.72479,                0.46089,                 1.4022,                0.69249,                 1.2255,              0.0095496,              0.0095496,              0.0095496
                     93,                 1.2712,                0.68294,                 1.1396,                0.88237,                0.66628,                0.71438,                0.45164,                 1.4097,                0.69595,                 1.2221,              0.0095446,              0.0095446,              0.0095446
                     94,                 1.2749,                0.68436,                 1.1367,                0.87631,                0.68246,                0.70733,                0.43544,                 1.4125,                0.70535,                  1.224,              0.0095397,              0.0095397,              0.0095397
                     95,                 1.2563,                0.66971,                 1.1309,                0.80253,                0.75164,                0.77328,                0.49305,                 1.4025,                0.68075,                 1.2245,              0.0095347,              0.0095347,              0.0095347
                     96,                 1.2573,                0.66946,                  1.135,                0.75108,                0.74115,                0.69545,                0.44219,                 1.4065,                0.68283,                 1.2293,              0.0095298,              0.0095298,              0.0095298
                     97,                   1.26,                0.67147,                 1.1358,                0.67912,                0.77071,                0.76452,                0.48975,                 1.4149,                0.69458,                 1.2235,              0.0095248,              0.0095248,              0.0095248
                     98,                 1.2669,                 0.6706,                  1.138,                0.73026,                0.74366,                0.72283,                0.45486,                 1.3971,                0.69242,                  1.217,              0.0095198,              0.0095198,              0.0095198
                     99,                 1.2673,                0.67087,                 1.1294,                0.89897,                0.67764,                0.72822,                0.45069,                 1.4191,                0.69931,                 1.2352,              0.0095149,              0.0095149,              0.0095149
                    100,                 1.2612,                0.67523,                 1.1302,                0.88272,                0.66508,                 0.7368,                0.47296,                 1.3893,                0.68438,                 1.2215,                0.00951,                0.00951,                0.00951
                    101,                 1.2584,                0.67367,                 1.1278,                0.89404,                0.67005,                 0.7282,                0.46853,                 1.4221,                0.70073,                 1.2337,               0.009505,               0.009505,               0.009505
                    102,                 1.2671,                 0.6716,                  1.125,                0.88276,                0.66766,                0.73385,                0.46673,                 1.3907,                0.68445,                 1.2271,                 0.0095,                 0.0095,                 0.0095
                    103,                 1.2569,                0.67548,                 1.1281,                0.91172,                0.67885,                0.72108,                0.45727,                 1.4037,                0.69642,                  1.224,              0.0094951,              0.0094951,              0.0094951
                    104,                 1.2527,                 0.6737,                 1.1295,                0.90924,                0.66427,                0.76313,                0.49054,                 1.4059,                0.68752,                 1.2237,              0.0094902,              0.0094902,              0.0094902
                    105,                 1.2473,                0.65742,                 1.1296,                0.91068,                0.66827,                0.73301,                0.46602,                 1.4057,                0.68502,                 1.2289,              0.0094852,              0.0094852,              0.0094852
                    106,                 1.2522,                0.66725,                 1.1182,                0.90542,                0.68343,                0.72719,                  0.465,                 1.4015,                0.68212,                 1.2226,              0.0094803,              0.0094803,              0.0094803
                    107,                 1.2406,                0.65775,                 1.1217,                0.68199,                0.77263,                0.73615,                0.47149,                 1.4137,                0.68688,                 1.2348,              0.0094753,              0.0094753,              0.0094753
                    108,                 1.2436,                0.65093,                 1.1221,                0.90569,                0.68005,                 0.7319,                0.46336,                 1.4054,                0.68866,                 1.2219,              0.0094704,              0.0094704,              0.0094704
                    109,                 1.2534,                0.66214,                 1.1151,                0.88659,                0.67245,                0.72046,                0.46382,                 1.4035,                0.68265,                 1.2246,              0.0094654,              0.0094654,              0.0094654
                    110,                 1.2434,                0.65381,                 1.1195,                0.66768,                0.76785,                 0.7247,                0.44815,                 1.4198,                0.68856,                 1.2314,              0.0094605,              0.0094605,              0.0094605
                    111,                 1.2377,                 0.6551,                 1.1186,                0.87788,                0.68233,                 0.7227,                 0.4552,                 1.4004,                0.68144,                 1.2234,              0.0094555,              0.0094555,              0.0094555
                    112,                  1.233,                0.65688,                 1.1146,                0.73241,                0.76144,                0.72319,                0.45661,                 1.4063,                0.68044,                 1.2249,              0.0094506,              0.0094506,              0.0094506
                    113,                 1.2322,                0.64878,                 1.1135,                 0.8947,                0.67523,                0.73357,                 0.4625,                 1.4023,                0.67633,                 1.2216,              0.0094456,              0.0094456,              0.0094456
                    114,                 1.2357,                0.65722,                 1.1183,                0.89987,                0.67135,                0.74324,                0.46426,                 1.4117,                 0.6949,                 1.2254,              0.0094407,              0.0094407,              0.0094407
                    115,                 1.2416,                0.65586,                 1.1221,                0.88256,                0.66781,                0.72853,                0.45883,                 1.3964,                0.68221,                 1.2158,              0.0094357,              0.0094357,              0.0094357
                    116,                 1.2293,                0.65063,                   1.11,                0.72216,                0.74438,                 0.7419,                0.46824,                 1.3955,                 0.6716,                  1.216,              0.0094307,              0.0094307,              0.0094307
                    117,                 1.2296,                0.64844,                 1.1161,                0.91688,                0.66741,                0.73745,                 0.4618,                  1.397,                0.67749,                 1.2245,              0.0094258,              0.0094258,              0.0094258
                    118,                 1.2161,                0.63631,                 1.1026,                0.87157,                0.68176,                0.72522,                0.46374,                 1.3962,                0.67938,                 1.2232,              0.0094208,              0.0094208,              0.0094208
                    119,                 1.2237,                0.63993,                 1.1152,                0.66056,                0.75572,                0.73066,                0.46612,                 1.4018,                0.68438,                 1.2192,              0.0094159,              0.0094159,              0.0094159
                    120,                 1.2255,                0.64451,                 1.1158,                0.87574,                0.67704,                0.77866,                 0.4847,                 1.4077,                 0.6859,                 1.2175,              0.0094109,              0.0094109,              0.0094109
                    121,                   1.22,                0.63514,                 1.1111,                0.91053,                0.67279,                0.72782,                0.46447,                  1.408,                0.68469,                  1.234,               0.009406,               0.009406,               0.009406
                    122,                 1.2214,                 0.6414,                 1.1058,                0.89414,                0.67243,                0.73282,                0.46937,                 1.3917,                0.66921,                 1.2172,               0.009401,               0.009401,               0.009401
                    123,                 1.2237,                0.64752,                 1.1132,                0.70743,                0.74978,                0.74044,                0.47349,                 1.3854,                0.67698,                 1.2122,              0.0093961,              0.0093961,              0.0093961
                    124,                 1.2326,                0.64192,                 1.1071,                0.91193,                 0.6711,                0.74122,                 0.4578,                 1.3904,                0.67462,                 1.2175,              0.0093912,              0.0093912,              0.0093912
                    125,                 1.2177,                0.63466,                 1.1087,                0.87658,                0.67335,                0.72441,                0.46682,                 1.3893,                0.67082,                 1.2162,              0.0093862,              0.0093862,              0.0093862
                    126,                 1.2109,                0.63866,                 1.1059,                0.91252,                0.67867,                0.74234,                0.47894,                 1.3943,                0.67108,                 1.2257,              0.0093813,              0.0093813,              0.0093813
                    127,                 1.2174,                0.64153,                 1.1091,                0.70336,                0.77133,                0.74445,                0.47448,                 1.3999,                0.67137,                  1.228,              0.0093763,              0.0093763,              0.0093763
                    128,                 1.2229,                0.63895,                 1.1008,                0.88146,                0.67603,                0.75014,                0.47922,                 1.3864,                0.67895,                 1.2131,              0.0093714,              0.0093714,              0.0093714
                    129,                 1.2188,                 0.6382,                  1.106,                0.88989,                0.67417,                0.78509,                0.49242,                 1.3892,                 0.6655,                 1.2205,              0.0093664,              0.0093664,              0.0093664
                    130,                 1.2067,                0.63167,                 1.0997,                0.89533,                0.68362,                0.73522,                0.46489,                 1.3973,                0.67061,                  1.228,              0.0093615,              0.0093615,              0.0093615
                    131,                 1.2084,                0.63731,                 1.1075,                0.76274,                0.66728,                0.72387,                0.45074,                 1.3948,                 0.6644,                 1.2208,              0.0093565,              0.0093565,              0.0093565
                    132,                 1.2208,                0.63502,                 1.1076,                0.73702,                 0.7435,                0.75095,                0.47532,                  1.389,                0.66659,                 1.2195,              0.0093516,              0.0093516,              0.0093516
                    133,                 1.2056,                 0.6337,                 1.1098,                0.87054,                0.68154,                0.73445,                0.46867,                 1.3856,                0.66819,                  1.221,              0.0093466,              0.0093466,              0.0093466
                    134,                 1.2218,                0.63698,                 1.1053,                0.90601,                0.65208,                0.73678,                0.47108,                 1.3998,                0.67196,                 1.2192,              0.0093416,              0.0093416,              0.0093416
                    135,                 1.1976,                 0.6266,                 1.1028,                0.87921,                0.67264,                0.73176,                0.46217,                 1.3935,                0.67041,                 1.2238,              0.0093367,              0.0093367,              0.0093367
                    136,                 1.2075,                0.62736,                  1.099,                0.89502,                0.68204,                0.73462,                0.47411,                 1.3929,                0.66517,                 1.2206,              0.0093317,              0.0093317,              0.0093317
                    137,                 1.1972,                0.62986,                  1.093,                0.66982,                0.77574,                0.74288,                0.48466,                 1.3905,                0.66576,                 1.2181,              0.0093268,              0.0093268,              0.0093268
                    138,                 1.1921,                0.62482,                 1.1028,                0.72945,                0.76438,                0.75334,                0.48849,                 1.3836,                0.66674,                 1.2151,              0.0093219,              0.0093219,              0.0093219
                    139,                 1.2043,                0.63802,                 1.0991,                0.71636,                0.76662,                0.73894,                0.46659,                 1.3866,                 0.6619,                 1.2136,              0.0093169,              0.0093169,              0.0093169
                    140,                 1.2049,                0.63139,                 1.0981,                0.87832,                0.68657,                0.74248,                0.46769,                 1.3873,                0.66505,                 1.2137,              0.0093119,              0.0093119,              0.0093119
                    141,                 1.1973,                0.62386,                 1.0947,                0.89657,                0.73499,                0.78707,                0.46326,                 1.3857,                0.66246,                  1.217,               0.009307,               0.009307,               0.009307
                    142,                 1.1946,                0.61803,                 1.0928,                0.88079,                0.68116,                0.75842,                0.46343,                 1.3879,                0.66234,                  1.215,               0.009302,               0.009302,               0.009302
                    143,                 1.2032,                0.62884,                 1.1031,                0.90198,                0.67819,                0.72196,                0.45904,                  1.395,                0.66216,                 1.2233,              0.0092971,              0.0092971,              0.0092971
                    144,                 1.1989,                0.61903,                 1.0972,                0.89561,                0.67966,                0.72968,                0.46314,                 1.3867,                 0.6597,                 1.2233,              0.0092922,              0.0092922,              0.0092922
                    145,                 1.1936,                0.62422,                 1.0865,                 0.8859,                0.67619,                0.74438,                0.46025,                  1.383,                  0.659,                 1.2112,              0.0092872,              0.0092872,              0.0092872
                    146,                 1.2047,                0.62725,                 1.0876,                0.88507,                0.67806,                0.73821,                0.45259,                 1.3908,                0.66286,                 1.2162,              0.0092823,              0.0092823,              0.0092823
                    147,                 1.1788,                0.61255,                 1.0907,                0.86585,                0.67563,                0.72293,                0.46213,                 1.3869,                0.66199,                 1.2134,              0.0092773,              0.0092773,              0.0092773
                    148,                 1.1972,                0.62199,                 1.0933,                0.90463,                 0.6756,                0.72003,                0.45798,                 1.3962,                0.66636,                 1.2238,              0.0092724,              0.0092724,              0.0092724
                    149,                 1.1854,                0.61069,                 1.0907,                0.69396,                0.83696,                0.81784,                0.50146,                 1.4005,                0.66235,                 1.2224,              0.0092674,              0.0092674,              0.0092674
                    150,                 1.1867,                0.61649,                 1.0906,                0.89427,                0.68125,                0.75413,                0.46465,                 1.3924,                0.66192,                 1.2191,              0.0092625,              0.0092625,              0.0092625
                    151,                 1.1702,                0.61412,                 1.0819,                0.82471,                0.74635,                0.75987,                0.46649,                 1.3841,                0.65849,                 1.2247,              0.0092575,              0.0092575,              0.0092575
                    152,                 1.1756,                0.61288,                 1.0891,                0.87622,                0.68624,                0.76513,                0.47868,                  1.379,                0.65436,                 1.2078,              0.0092526,              0.0092526,              0.0092526
                    153,                 1.1863,                0.61508,                 1.0856,                0.89647,                0.68657,                0.75016,                0.46698,                 1.3928,                0.65465,                 1.2225,              0.0092476,              0.0092476,              0.0092476
                    154,                 1.1795,                0.60945,                 1.0918,                0.88427,                0.68592,                0.72832,                0.46168,                 1.3952,                0.66153,                 1.2218,              0.0092426,              0.0092426,              0.0092426
